"columnDiameterM","compartmentHeightM","hcToColumn","rotorDiameterM","rotorToColumn","freeArea","runs","longestWindow","rejectionReasons"
"0.6","0.15","0.25","0.198","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.6","0.15","0.25","0.24","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.15","0.25","0.24","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.15","0.25","0.24","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.6","0.15","0.25","0.3","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.15","0.25","0.3","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.15","0.25","0.3","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.18","0.3","0.198","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.6","0.18","0.3","0.198","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.6","0.18","0.3","0.198","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.6","0.18","0.3","0.24","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.18","0.3","0.24","0.4","0.3","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.6","0.18","0.3","0.24","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.6","0.18","0.3","0.3","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.18","0.3","0.3","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.6","0.18","0.3","0.3","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.3","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.4","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.3","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.7","0.175","0.25","0.35","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.175","0.25","0.35","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.175","0.25","0.35","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":31}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.3","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.7","0.21","0.3","0.35","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.21","0.3","0.35","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.7","0.21","0.3","0.35","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.3","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.2","0.25","0.264","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.8","0.2","0.25","0.264","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.8","0.2","0.25","0.264","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.8","0.2","0.25","0.4","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.2","0.25","0.4","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.2","0.25","0.4","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.24","0.3","0.264","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.8","0.24","0.3","0.264","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.8","0.24","0.3","0.264","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":31}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.3","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.8","0.24","0.3","0.4","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.24","0.3","0.4","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.8","0.24","0.3","0.4","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.3","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.9","0.225","0.25","0.45","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.225","0.25","0.45","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.225","0.25","0.45","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.4","[[30,35,40]]","{""rpmMin"":30,""rpmMax"":40,""widthRpm"":10,""validTrialCount"":3,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":32,""NO_DILUTE_CONNECTED_ROOT"":31}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.3","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"0.9","0.27","0.3","0.45","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.27","0.3","0.45","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"0.9","0.27","0.3","0.45","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":2}"
"1","0.2","0.2","0.33","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"1","0.2","0.2","0.33","0.33","0.3","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"1","0.2","0.2","0.33","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"1","0.2","0.2","0.4","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"1","0.2","0.2","0.4","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"1","0.2","0.2","0.4","0.4","0.4","[]","","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""NO_DILUTE_CONNECTED_ROOT"":34}"
"1","0.2","0.2","0.5","0.5","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":6}"
"1","0.2","0.2","0.5","0.5","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":6}"
"1","0.2","0.2","0.5","0.5","0.4","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35,""TIP_SPEED_LIMIT_EXCEEDED"":6}"
"1","0.25","0.25","0.33","0.33","0.2","[[30]]","{""rpmMin"":30,""rpmMax"":30,""widthRpm"":0,""validTrialCount"":1,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":34,""NO_DILUTE_CONNECTED_ROOT"":33}"
"1","0.25","0.25","0.33","0.33","0.3","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"1","0.25","0.25","0.33","0.33","0.4","[[30,35]]","{""rpmMin"":30,""rpmMax"":35,""widthRpm"":5,""validTrialCount"":2,""edgeMarginRpm"":0}","{""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":33,""NO_DILUTE_CONNECTED_ROOT"":32}"
"1","0.25","0.25","0.4","0.4","0.2","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
"1","0.25","0.25","0.4","0.4","0.3","[]","","{""NO_DILUTE_CONNECTED_ROOT"":35,""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION"":35}"
