segment,atom,element,atom_class,area_square_angstrom,native_xtb_charge_electron,native_xtb_raw_sigma,tm_nist_raw_sigma,nist_hsieh_averaged_sigma,pre_probability_partition,left_bin,right_bin,left_weight,right_weight
1,1,O,OH,0.161385165000,-0.001102554000,-0.006831817534158,0.006831817534158,-0.002921961196921,NHB,-0.003,-0.002,0.921961196921065,0.078038803078935
2,1,O,OH,0.161385165000,-0.001134861000,-0.007032003220370,0.007032003220370,-0.003163870733478,NHB,-0.004,-0.003,0.163870733477643,0.836129266522357
3,1,O,OH,0.161385165000,-0.001622828000,-0.010055620663770,0.010055620663770,0.010032568978534,OH,0.010,0.011,0.967431021465898,0.032568978534102
4,1,O,OH,0.161385165000,0.000148917000,0.000922742806007,-0.000922742806007,-0.005277616847997,NHB,-0.006,-0.005,0.277616847997007,0.722383152002993
5,1,O,OH,0.161385165000,-0.001257524000,-0.007792066885454,0.007792066885454,0.005588860428801,OH,0.005,0.006,0.411139571199368,0.588860428800632
6,1,O,OH,0.161385165000,-0.001257524000,-0.007792066885454,0.007792066885454,0.005588860428801,OH,0.005,0.006,0.411139571199367,0.588860428800633
7,1,O,OH,0.412866318000,-0.003702666000,-0.008968195850745,0.008968195850745,0.007274903046408,OH,0.007,0.008,0.725096953592309,0.274903046407691
8,1,O,OH,0.412866318000,-0.003643948000,-0.008825975481972,0.008825975481972,0.007136417128166,OH,0.007,0.008,0.863582871834196,0.136417128165804
9,1,O,OH,0.412866318000,-0.002504576000,-0.006066312243955,0.006066312243955,-0.004067643613701,NHB,-0.005,-0.004,0.067643613700548,0.932356386299452
10,1,O,OH,0.412866318000,-0.002467371000,-0.005976198329649,0.005976198329649,-0.004079960291113,NHB,-0.005,-0.004,0.079960291112531,0.920039708887469
11,1,O,OH,0.412866318000,-0.003702666000,-0.008968195850745,0.008968195850745,0.007274903046408,OH,0.007,0.008,0.725096953592309,0.274903046407691
12,1,O,OH,0.412866318000,-0.003643948000,-0.008825975481972,0.008825975481972,0.007136417128166,OH,0.007,0.008,0.863582871834196,0.136417128165804
13,1,O,OH,0.412866318000,-0.002504576000,-0.006066312243955,0.006066312243955,-0.004067643613701,NHB,-0.005,-0.004,0.067643613700546,0.932356386299454
14,1,O,OH,0.412866318000,-0.002467371000,-0.005976198329649,0.005976198329649,-0.004079960291113,NHB,-0.005,-0.004,0.079960291112531,0.920039708887469
15,1,O,OH,0.346175271000,-0.002890167000,-0.008348854589327,0.008348854589327,0.006623107007538,OH,0.006,0.007,0.376892992462306,0.623107007537694
16,1,O,OH,0.346175271000,-0.002875866000,-0.008307543146258,0.008307543146258,0.006587830112617,OH,0.006,0.007,0.412169887383466,0.587830112616534
17,1,O,OH,0.346175271000,-0.001940544000,-0.005605669042720,0.005605669042720,0.003512490910642,OH,0.003,0.004,0.487509089357610,0.512490910642390
18,1,O,OH,0.346175271000,-0.001939843000,-0.005603644056944,0.005603644056944,0.003493504976730,OH,0.003,0.004,0.506495023269925,0.493504976730075
19,1,O,OH,0.346175271000,-0.002890167000,-0.008348854589327,0.008348854589327,0.006623107007538,OH,0.006,0.007,0.376892992462308,0.623107007537692
20,1,O,OH,0.346175271000,-0.002875866000,-0.008307543146258,0.008307543146258,0.006587830112617,OH,0.006,0.007,0.412169887383465,0.587830112616535
21,1,O,OH,0.346175271000,-0.001940544000,-0.005605669042720,0.005605669042720,0.003512490910642,OH,0.003,0.004,0.487509089357609,0.512490910642391
22,1,O,OH,0.346175271000,-0.001939843000,-0.005603644056944,0.005603644056944,0.003493504976730,OH,0.003,0.004,0.506495023269925,0.493504976730075
23,1,O,OH,0.346175271000,-0.003530718000,-0.010199220729432,0.010199220729432,0.009915559069187,OH,0.009,0.010,0.084440930813397,0.915559069186603
24,1,O,OH,0.346175271000,-0.003552767000,-0.010262913898318,0.010262913898318,0.009897820918155,OH,0.009,0.010,0.102179081844789,0.897820918155211
25,1,O,OH,0.346175271000,-0.000253276000,-0.000731640938038,0.000731640938038,-0.005350037341307,NHB,-0.006,-0.005,0.350037341306931,0.649962658693069
26,1,O,OH,0.346175271000,-0.000124122000,-0.000358552474420,0.000358552474420,-0.005299136518999,NHB,-0.006,-0.005,0.299136518999206,0.700863481000794
27,1,O,OH,0.346175271000,-0.003530718000,-0.010199220729432,0.010199220729432,0.009915559069187,OH,0.009,0.010,0.084440930813398,0.915559069186602
28,1,O,OH,0.346175271000,-0.003552767000,-0.010262913898318,0.010262913898318,0.009897820918155,OH,0.009,0.010,0.102179081844789,0.897820918155211
29,1,O,OH,0.346175271000,-0.000253276000,-0.000731640938038,0.000731640938038,-0.005350037341307,NHB,-0.006,-0.005,0.350037341306930,0.649962658693070
30,1,O,OH,0.346175271000,-0.000124122000,-0.000358552474420,0.000358552474420,-0.005299136518999,NHB,-0.006,-0.005,0.299136518999207,0.700863481000793
31,1,O,OH,0.346175271000,-0.001797754000,-0.005193190128246,0.005193190128246,-0.000534355344214,NHB,-0.001,0.000,0.534355344213711,0.465644655786289
32,1,O,OH,0.346175271000,-0.001849778000,-0.005343472382231,0.005343472382231,-0.000818753359627,NHB,-0.001,0.000,0.818753359626764,0.181246640373236
33,1,O,OH,0.346175271000,-0.001316583000,-0.003803226603093,0.003803226603093,-0.004458032445173,NHB,-0.005,-0.004,0.458032445173333,0.541967554826667
34,1,O,OH,0.346175271000,-0.001020095000,-0.002946758724427,0.002946758724427,-0.004636369158831,NHB,-0.005,-0.004,0.636369158831143,0.363630841168857
35,1,O,OH,0.346175271000,-0.001797754000,-0.005193190128246,0.005193190128246,-0.000534355344214,NHB,-0.001,0.000,0.534355344213712,0.465644655786288
36,1,O,OH,0.346175271000,-0.001849778000,-0.005343472382231,0.005343472382231,-0.000818753359627,NHB,-0.001,0.000,0.818753359626762,0.181246640373238
37,1,O,OH,0.346175271000,-0.001316583000,-0.003803226603093,0.003803226603093,-0.004458032445173,NHB,-0.005,-0.004,0.458032445173333,0.541967554826667
38,1,O,OH,0.346175271000,-0.001020095000,-0.002946758724427,0.002946758724427,-0.004636369158831,NHB,-0.005,-0.004,0.636369158831142,0.363630841168858
39,1,O,OH,0.419150847000,-0.003513811000,-0.008383165691181,0.008383165691181,0.007266390529761,OH,0.007,0.008,0.733609470239295,0.266390529760705
40,1,O,OH,0.419150847000,-0.003412376000,-0.008141164510160,0.008141164510160,0.007088659346923,OH,0.007,0.008,0.911340653076701,0.088659346923299
41,1,O,OH,0.419150847000,-0.003513811000,-0.008383165691181,0.008383165691181,0.007266390529761,OH,0.007,0.008,0.733609470239296,0.266390529760704
42,1,O,OH,0.419150847000,-0.003412376000,-0.008141164510160,0.008141164510160,0.007088659346923,OH,0.007,0.008,0.911340653076700,0.088659346923300
43,1,O,OH,0.419150847000,-0.002165739000,-0.005166967967501,0.005166967967501,0.003123203283324,OH,0.003,0.004,0.876796716676257,0.123203283323743
