parameter,minimum_tpd,median_tpd,stable_state_count,training_activity_rms,temperature_holdout_activity_rms,molecular_holdout_activity_rms
A_SAT_MONO_ref,0.3741809605275159,0.34491220735514305,23.988888888888905,1.2127318586265673e-05,0.022411411446857373,0.03704292832321283
A_SAT_MONO_temperature,-0.0011828566046673437,-0.0010702229539485955,-0.26706349206349206,-1.1758925255454455e-08,0.00010385391739769553,-9.340735080602263e-05
A_SAT_MONO_asymmetry,-0.02450260425784306,-0.021925437561969196,-1.8349206349206328,-3.7314509938125894e-08,-0.0021005710302966075,0.004497991706588801
A_SAT_NMP_ref,7.653489131174964e-05,7.170758875814983e-05,0.025793650793650792,3.3051610875904236e-09,9.497797843234646e-05,-0.0002495540055083115
A_SAT_NMP_temperature,-5.901721404800826e-05,-4.9152141486084106e-05,-0.01111111111111111,-2.31097561730741e-09,7.250608988026046e-05,0.00023303812388032213
A_SAT_NMP_asymmetry,-2.620089855525902e-07,1.3730953388096122e-06,-0.0015873015873015873,-6.077526331954868e-10,3.408816856623869e-06,7.66537202402755e-05
A_MONO_NMP_ref,0.37597120775022325,0.4463562203439662,22.94246031746031,3.762402710105403e-05,-0.01760679938523908,-0.06750679168030194
A_MONO_NMP_temperature,-0.013860349312178947,-0.012385819144807072,-1.2182539682539668,-1.1048646228567467e-06,-0.0006446320791539892,0.0015907418840953023
A_MONO_NMP_asymmetry,0.027686823189527227,0.042633868931704684,3.375793650793647,3.2363768336902228e-06,-0.0023904424809973344,-0.00829632190246266
