diameter_mm,eotvos,morton,viscosity_ratio,density_ratio,barry_re,barry_cd,barry_velocity_m_s,barry_weber,wellek_major_minor_axis_ratio,wellek_minor_major_axis_ratio,grace_h,grace_re,grace_cd_from_terminal_force_balance,grace_velocity_m_s,architecture_status
0.5,0.03330560377358491,2.860287330808981e-09,33.6,0.856858846918489,4.315673236015661,8.13603415822843,0.010724834085525997,0.0054581225735392735,1.012408897833566,0.9877431955999997,0.7952021717543226,,,,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
1.0,0.13322241509433963,2.860287330808981e-09,33.6,0.856858846918489,20.703441350824754,2.8282303484279625,0.025724951976670917,0.06280601821955066,1.0354399109796748,0.9657730877437942,3.1808086870172905,26.251296369976124,1.7591316759618858,0.032618410002455425,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
1.47,0.2878803167773585,2.860287330808981e-09,33.6,0.856858846918489,47.06058746765959,1.7387501268921879,0.039778833349950964,0.2207565172437289,1.063505460140753,0.9402866628137968,6.8734094917756625,59.76517253011227,1.0780912173985726,0.05051761922522033,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
1.75,0.40799364622641515,2.860287330808981e-09,33.6,0.856858846918489,67.83902836012751,1.4117401524755953,0.048167444163680434,0.38533403427532736,1.0826898545545114,0.923625538554127,9.741226603990452,82.67380741553094,0.9505569189089097,0.05870051648362038,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
2.0,0.5328896603773585,2.860287330808981e-09,33.6,0.856858846918489,89.60802235724415,1.2078028799117029,0.05567098804500755,0.5882744270503429,1.10121666783732,0.9080865094095428,12.723234748069162,104.7972058367921,0.8830604599997481,0.0651076079999951,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
2.5,0.8326400943396226,2.860287330808981e-09,33.6,0.856858846918489,142.27755375550106,0.9357225720306327,0.0707144899381218,1.1864486607858444,1.141897190090676,0.875735581695049,19.880054293858066,153.37498270849403,0.8052130993525431,0.07623011069010638,SPHERICAL_STATE_UNCONFIRMED; BARRY_WITHIN_DEMONSTRATED_RE_RANGE
3.0,1.1990017358490566,2.860287330808981e-09,33.6,0.856858846918489,207.16257481825738,0.7626776552452758,0.08580292197575272,2.096126679649407,1.1870054234643268,0.8424561339251986,28.627278183155614,207.24001625587167,0.7621077670564658,0.08583499679252471,SPHERICAL_STATE_UNCONFIRMED; BARRY_HIGH_RE_OUTSIDE_DEMONSTRATED_RANGE
4.0,2.131558641509434,2.860287330808981e-09,33.6,0.856858846918489,373.7926735889041,0.5552879679584376,0.11611352932060888,5.118205962805897,1.289075608964309,0.7757496868654873,50.89293899227665,329.124948449984,0.7162394282218535,0.10223811768451292,SPHERICAL_STATE_UNCONFIRMED; BARRY_HIGH_RE_OUTSIDE_DEMONSTRATED_RANGE
5.0,3.3305603773584904,2.860287330808981e-09,33.6,0.856858846918489,590.0016301225858,0.4353148161889024,0.14662068343006604,10.201231395451245,1.405259504311227,0.7116123370324682,79.52021717543226,425.63582630183225,0.8364375477886385,0.10577431071119091,SPHERICAL_STATE_UNCONFIRMED; BARRY_HIGH_RE_OUTSIDE_DEMONSTRATED_RANGE
