 -2.5000000E-02 ;  0.000000000000000E+000
 -2.4000000E-02 ;  0.000000000000000E+000
 -2.3000000E-02 ;  0.000000000000000E+000
 -2.2000000E-02 ;  0.000000000000000E+000
 -2.1000000E-02 ;  0.000000000000000E+000
 -2.0000000E-02 ;  0.000000000000000E+000
 -1.9000001E-02 ;  0.000000000000000E+000
 -1.7999999E-02 ;  0.000000000000000E+000
 -1.7000001E-02 ;  0.000000000000000E+000
 -1.5999999E-02 ;  0.000000000000000E+000
 -1.5000000E-02 ;  0.000000000000000E+000
 -1.4000000E-02 ;  0.000000000000000E+000
 -1.3000000E-02 ;  0.000000000000000E+000
 -1.2000000E-02 ;  0.000000000000000E+000
 -1.1000000E-02 ;  4.668008135505768E-003
 -9.9999998E-03 ;  8.582962231006466E-002
 -8.9999996E-03 ;  5.120963958708769E-002
 -7.9999994E-03 ;  8.517807407216832E-002
 -6.9999993E-03 ;  7.474969093431956E-003
 -5.9999991E-03 ;  1.541893625570117E-002
 -4.9999990E-03 ;  9.012976010787888E-002
 -3.9999988E-03 ;  1.429158343282066E-002
 -2.9999986E-03 ;  7.810498011007721E-003
 -1.9999985E-03 ;  1.512767188738416E-002
 -1.0000002E-03 ;  1.798744638550361E-002
  0.0000000E+00 ;  2.159847419827528E-002
  1.0000002E-03 ;  0.112776151336940     
  2.0000003E-03 ;  5.321488528845598E-002
  3.0000005E-03 ;  2.172448395980816E-002
  4.0000007E-03 ;  5.885767757108665E-002
  5.0000008E-03 ;  0.128273796527881     
  6.0000010E-03 ;  9.659085698330981E-002
  7.0000011E-03 ;  3.233044495503555E-002
  7.9999994E-03 ;  1.240450290095369E-002
  9.0000015E-03 ;  3.717322906718175E-002
  9.9999998E-03 ;  1.164114042117517E-002
  1.1000002E-02 ;  8.239104758966685E-003
  1.2000000E-02 ;  1.004899500803498E-002
  1.3000002E-02 ;  0.000000000000000E+000
  1.4000000E-02 ;  0.000000000000000E+000
  1.5000002E-02 ;  0.000000000000000E+000
  1.6000001E-02 ;  0.000000000000000E+000
  1.7000003E-02 ;  0.000000000000000E+000
  1.8000001E-02 ;  0.000000000000000E+000
  1.9000003E-02 ;  0.000000000000000E+000
  2.0000001E-02 ;  0.000000000000000E+000
  2.1000003E-02 ;  0.000000000000000E+000
  2.2000002E-02 ;  0.000000000000000E+000
  2.3000000E-02 ;  0.000000000000000E+000
  2.4000002E-02 ;  0.000000000000000E+000
  2.5000000E-02 ;  0.000000000000000E+000
