"columnDiameterM","compartmentHeightM","hcToColumn","rotorDiameterM","rotorToColumn","freeArea","feasibleRpms","discreteRuns","longestGridRun","rejectionCounts"
"0.6","0.15","0.25","0.198","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.6","0.15","0.25","0.24","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.15","0.25","0.24","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.15","0.25","0.24","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.6","0.15","0.25","0.3","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.15","0.25","0.3","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.15","0.25","0.3","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.18","0.3","0.198","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.6","0.18","0.3","0.198","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.6","0.18","0.3","0.198","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.6","0.18","0.3","0.24","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.18","0.3","0.24","0.4","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.6","0.18","0.3","0.24","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.6","0.18","0.3","0.3","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.18","0.3","0.3","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.18","0.3","0.3","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.7","0.13999999999999999","0.2","0.23099999999999998","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.27999999999999997","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.13999999999999999","0.2","0.35","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.7","0.175","0.25","0.23099999999999998","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.175","0.25","0.27999999999999997","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.7","0.175","0.25","0.35","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.175","0.25","0.35","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.175","0.25","0.35","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.7","0.21","0.3","0.23099999999999998","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":5}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.7","0.21","0.3","0.27999999999999997","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.7","0.21","0.3","0.35","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.21","0.3","0.35","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.7","0.21","0.3","0.35","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.8","0.16000000000000003","0.2","0.264","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.32000000000000006","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.16000000000000003","0.2","0.4","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.2","0.25","0.264","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.8","0.2","0.25","0.264","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.8","0.2","0.25","0.264","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.2","0.25","0.32000000000000006","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.8","0.2","0.25","0.4","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.2","0.25","0.4","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.2","0.25","0.4","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.24","0.3","0.264","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.8","0.24","0.3","0.264","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.8","0.24","0.3","0.264","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":5}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.8","0.24","0.3","0.32000000000000006","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.8","0.24","0.3","0.4","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.24","0.3","0.4","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.8","0.24","0.3","0.4","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.9","0.18000000000000002","0.2","0.29700000000000004","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.18000000000000002","0.2","0.36000000000000004","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.18000000000000002","0.2","0.45","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.9","0.225","0.25","0.29700000000000004","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.225","0.25","0.36000000000000004","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.9","0.225","0.25","0.45","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.225","0.25","0.45","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.225","0.25","0.45","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.3","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.9","0.27","0.3","0.29700000000000004","0.33","0.4","[30,35,40]","[[30,35,40]]","{\"rpmMin\":30,\"rpmMax\":40,\"widthRpm\":10,\"validTrialCount\":3,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":6,\"NO_DILUTE_CONNECTED_ROOT\":5}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.9","0.27","0.3","0.36000000000000004","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.9","0.27","0.3","0.45","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.27","0.3","0.45","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.9","0.27","0.3","0.45","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.2","0.2","0.33","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"1","0.2","0.2","0.33","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"1","0.2","0.2","0.33","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"1","0.2","0.2","0.4","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.2","0.2","0.4","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.2","0.2","0.4","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"1","0.2","0.2","0.5","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.2","0.2","0.5","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.2","0.2","0.5","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"1","0.25","0.25","0.33","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
