"columnDiameterM","compartmentHeightM","hcToColumn","rotorDiameterM","rotorToColumn","freeArea","feasibleRpms","discreteRuns","longestGridRun","rejectionCounts"
"0.3","0.06","0.2","0.099","0.33","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.3","0.06","0.2","0.12","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.06","0.2","0.12","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.06","0.2","0.12","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.06","0.2","0.15","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.06","0.2","0.15","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.06","0.2","0.15","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.099","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.3","0.075","0.25","0.099","0.33","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.3","0.075","0.25","0.099","0.33","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.3","0.075","0.25","0.12","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.12","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.12","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.15","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.15","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.075","0.25","0.15","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.099","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.3","0.09","0.3","0.099","0.33","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.3","0.09","0.3","0.099","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.3","0.09","0.3","0.12","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.12","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.12","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.15","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.15","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.3","0.09","0.3","0.15","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.132","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.4","0.08000000000000002","0.2","0.132","0.33","0.3","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.4","0.08000000000000002","0.2","0.132","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.4","0.08000000000000002","0.2","0.16000000000000003","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.16000000000000003","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.16000000000000003","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.2","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.2","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.08000000000000002","0.2","0.2","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.132","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.4","0.1","0.25","0.132","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.4","0.1","0.25","0.132","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.4","0.1","0.25","0.16000000000000003","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.16000000000000003","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.16000000000000003","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.2","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.2","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.1","0.25","0.2","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.12","0.3","0.132","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.4","0.12","0.3","0.132","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.4","0.12","0.3","0.132","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.4","0.12","0.3","0.16000000000000003","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.12","0.3","0.16000000000000003","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.12","0.3","0.16000000000000003","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.4","0.12","0.3","0.2","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.12","0.3","0.2","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.4","0.12","0.3","0.2","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.165","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.5","0.1","0.2","0.165","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.5","0.1","0.2","0.165","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.5","0.1","0.2","0.2","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.2","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.2","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.25","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.25","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.1","0.2","0.25","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.165","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.5","0.125","0.25","0.165","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.5","0.125","0.25","0.165","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.5","0.125","0.25","0.2","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.2","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.2","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.25","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.25","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.125","0.25","0.25","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.15","0.3","0.165","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.5","0.15","0.3","0.165","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.5","0.15","0.3","0.165","0.33","0.4","[30,35]","[[30,35]]","{\"rpmMin\":30,\"rpmMax\":35,\"widthRpm\":5,\"validTrialCount\":2,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":7,\"NO_DILUTE_CONNECTED_ROOT\":6}"
"0.5","0.15","0.3","0.2","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.15","0.3","0.2","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.15","0.3","0.2","0.4","0.4","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.5","0.15","0.3","0.25","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.15","0.3","0.25","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.5","0.15","0.3","0.25","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.198","0.33","0.2","[]","[]","","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9,\"NO_DILUTE_CONNECTED_ROOT\":8}"
"0.6","0.12","0.2","0.198","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.6","0.12","0.2","0.198","0.33","0.4","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.6","0.12","0.2","0.24","0.4","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.24","0.4","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.24","0.4","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.3","0.5","0.2","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.3","0.5","0.3","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.12","0.2","0.3","0.5","0.4","[]","[]","","{\"NO_DILUTE_CONNECTED_ROOT\":9,\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":9}"
"0.6","0.15","0.25","0.198","0.33","0.2","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
"0.6","0.15","0.25","0.198","0.33","0.3","[30]","[[30]]","{\"rpmMin\":30,\"rpmMax\":30,\"widthRpm\":0,\"validTrialCount\":1,\"edgeMarginRpm\":0}","{\"ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION\":8,\"NO_DILUTE_CONNECTED_ROOT\":7}"
