segment,atom,element,hb_class,area_square_angstrom,charge_electron,raw_sigma_e_per_square_angstrom,cpcmx_averaged_sigma,cpcmx_pre_probability_partition,nist_hsieh_averaged_sigma,nist_pre_probability_partition,nist_left_bin,nist_right_bin,nist_left_area_weight,nist_right_area_weight
165,3,C,NHB,0.610796623000,0.001207489000,0.001976908441421,0.001853874319991,NHB,0.001782937874927,NHB,0.001,0.002,0.217062125073343,0.782937874926657
166,4,C,NHB,0.241185721000,0.000193615000,0.000802763112166,0.000631674820168,NHB,0.000734249206585,NHB,0.000,0.001,0.265750793415494,0.734249206584506
167,4,C,NHB,0.241185721000,0.000367680000,0.001524468357727,0.001364718273028,NHB,0.001464672147930,NHB,0.001,0.002,0.535327852070302,0.464672147929698
168,4,C,NHB,0.241185721000,0.000054383000,0.000225481839366,0.001751912724296,NHB,0.001680308952723,NHB,0.001,0.002,0.319691047277120,0.680308952722880
169,4,C,NHB,0.241185721000,0.000170973000,0.000708885249471,0.000881856372557,NHB,0.001013625539098,NHB,0.001,0.002,0.986374460902223,0.013625539097777
170,4,C,NHB,0.617017436000,0.000786830000,0.001275215178846,0.000928580931513,NHB,0.001074231968143,NHB,0.001,0.002,0.925768031857339,0.074231968142661
171,4,C,NHB,0.617017436000,0.000143559000,0.000232666034417,0.001232350591153,NHB,0.001554146275008,NHB,0.001,0.002,0.445853724992101,0.554146275007899
172,4,C,NHB,0.617017436000,0.001049271000,0.001700553240119,0.001580183915603,NHB,0.001456985405239,NHB,0.001,0.002,0.543014594761416,0.456985405238584
173,4,C,NHB,0.617017436000,0.000320039000,0.000518687125075,0.001904554050262,NHB,0.001667378307133,NHB,0.001,0.002,0.332621692866928,0.667378307133071
174,4,C,NHB,0.517349488000,0.000350600000,0.000677685023630,0.001665501845266,NHB,0.001446110064861,NHB,0.001,0.002,0.553889935139467,0.446110064860533
175,4,C,NHB,0.517349488000,0.000040018000,0.000077351965989,0.001715966136339,NHB,0.001632593629552,NHB,0.001,0.002,0.367406370447670,0.632593629552330
176,4,C,NHB,0.517349488000,0.000512917000,0.000991432313933,0.001708351680159,NHB,0.001578606416175,NHB,0.001,0.002,0.421393583825377,0.578606416174623
177,4,C,NHB,0.517349488000,0.000267486000,0.000517031535170,0.001837575743981,NHB,0.001683036876606,NHB,0.001,0.002,0.316963123394200,0.683036876605800
178,4,C,NHB,0.517349488000,0.000045325000,0.000087610021951,0.000703890554037,NHB,0.000845836370775,NHB,0.000,0.001,0.154163629224772,0.845836370775228
179,4,C,NHB,0.517349488000,0.000406136000,0.000785032186985,0.000998090421562,NHB,0.001055208066070,NHB,0.001,0.002,0.944791933930497,0.055208066069503
180,4,C,NHB,0.517349488000,0.000735102000,0.001420900217456,0.000913797032227,NHB,0.001029155960733,NHB,0.001,0.002,0.970844039266847,0.029155960733153
181,4,C,NHB,0.517349488000,0.000521445000,0.001007916335272,0.001216561754094,NHB,0.001294240979942,NHB,0.001,0.002,0.705759020058047,0.294240979941953
182,4,C,NHB,0.517349488000,0.000855897000,0.001654388416057,0.001498976910006,NHB,0.001539379255491,NHB,0.001,0.002,0.460620744509102,0.539379255490898
183,4,C,NHB,0.517349488000,0.000711088000,0.001374482852489,0.001367653246398,NHB,0.001400814234544,NHB,0.001,0.002,0.599185765455763,0.400814234544237
184,4,C,NHB,0.517349488000,0.000673358000,0.001301553428811,0.001897590078090,NHB,0.001746546360274,NHB,0.001,0.002,0.253453639725635,0.746546360274365
185,4,C,NHB,0.517349488000,0.000287505000,0.000555726847458,0.000678431929437,NHB,0.000778120781099,NHB,0.000,0.001,0.221879218900809,0.778120781099191
186,4,C,NHB,0.517349488000,0.000592600000,0.001145453921856,0.000997092870314,NHB,0.000963623551877,NHB,0.000,0.001,0.036376448123463,0.963623551876537
187,4,C,NHB,0.517349488000,0.000237737000,0.000459528820487,0.000484915187401,NHB,0.000690552415751,NHB,0.000,0.001,0.309447584248869,0.690552415751131
188,4,C,NHB,0.517349488000,0.000643791000,0.001244402507266,0.000790997240608,NHB,0.000927663926706,NHB,0.000,0.001,0.072336073293846,0.927663926706154
189,4,C,NHB,0.626409493000,0.000993755000,0.001586430300155,0.001564750529541,NHB,0.001593483427390,NHB,0.001,0.002,0.406516572610355,0.593483427389645
190,4,C,NHB,0.626409493000,0.000316600000,0.000505420182066,0.002021351619591,NHB,0.001830287501095,NHB,0.001,0.002,0.169712498905241,0.830287501094759
191,4,C,NHB,0.626409493000,0.000088893000,0.000141908768934,0.000569501446940,NHB,0.000782205549734,NHB,0.000,0.001,0.217794450265786,0.782205549734214
192,4,C,NHB,0.626409493000,0.000794501000,0.001268341251016,0.001171779478096,NHB,0.001201724455335,NHB,0.001,0.002,0.798275544665140,0.201724455334860
193,4,C,NHB,0.626409493000,0.000915794000,0.001461973374021,0.001319543301082,NHB,0.001368055715098,NHB,0.001,0.002,0.631944284902358,0.368055715097642
194,4,C,NHB,0.626409493000,0.000808310000,0.001290385936089,0.001050853342828,NHB,0.001177648792398,NHB,0.001,0.002,0.822351207601567,0.177648792398433
195,4,C,NHB,0.626409493000,0.000482994000,0.000771051533218,0.000496250392163,NHB,0.000420698407067,NHB,0.000,0.001,0.579301592933418,0.420698407066582
196,4,C,NHB,0.626409493000,0.000804132000,0.001283716177654,0.000889327456825,NHB,0.000905254690528,NHB,0.000,0.001,0.094745309471539,0.905254690528461
197,4,C,NHB,0.626409493000,0.000940947000,0.001502127618618,0.001345995318789,NHB,0.001345892438601,NHB,0.001,0.002,0.654107561399108,0.345892438600892
198,4,C,NHB,0.626409493000,0.001020462000,0.001629065350068,0.001536607184101,NHB,0.001452501602737,NHB,0.001,0.002,0.547498397263147,0.452501602736853
199,4,C,NHB,0.626409493000,0.000673968000,0.001075922391872,0.001357090690789,NHB,0.001461234748428,NHB,0.001,0.002,0.538765251571730,0.461234748428270
200,4,C,NHB,0.626409493000,0.000702188000,0.001120972794708,0.001704782612072,NHB,0.001554216859638,NHB,0.001,0.002,0.445783140361664,0.554216859638335
201,4,C,NHB,0.604526425000,0.000695965000,0.001151256539365,0.000726535891305,NHB,0.000778545512147,NHB,0.000,0.001,0.221454487852597,0.778545512147403
202,4,C,NHB,0.604526425000,0.000541573000,0.000895863237079,0.001503859220686,NHB,0.001349738783193,NHB,0.001,0.002,0.650261216807081,0.349738783192919
203,4,C,NHB,0.604526425000,0.000879744000,0.001455261447008,0.001372648169719,NHB,0.001458470727528,NHB,0.001,0.002,0.541529272471668,0.458470727528332
204,4,C,NHB,0.604526425000,0.000795671000,0.001316188949060,0.001500655280773,NHB,0.001525776672377,NHB,0.001,0.002,0.474223327622937,0.525776672377063
205,4,C,NHB,0.604526425000,0.000935563000,0.001547596533931,0.001160078967593,NHB,0.001208675688916,NHB,0.001,0.002,0.791324311083677,0.208675688916323
206,4,C,NHB,0.604526425000,0.000439701000,0.000727347857457,0.001293374638358,NHB,0.001360667143902,NHB,0.001,0.002,0.639332856098311,0.360667143901689
207,4,C,NHB,0.604526425000,0.001062316000,0.001757269750450,0.001606633748198,NHB,0.001562035733614,NHB,0.001,0.002,0.437964266385782,0.562035733614218
208,4,C,NHB,0.604526425000,0.000069881000,0.000115596270254,0.001080830855471,NHB,0.001391523131919,NHB,0.001,0.002,0.608476868081024,0.391523131918976
209,4,C,NHB,0.604526425000,0.000162083000,0.000268115657641,0.001999442999236,NHB,0.001908837229504,NHB,0.001,0.002,0.091162770495687,0.908837229504313
210,4,C,NHB,0.604526425000,0.000544799000,0.000901199645657,0.000768846325178,NHB,0.000943251368974,NHB,0.000,0.001,0.056748631025681,0.943251368974319
211,4,C,NHB,0.604526425000,0.000941362000,0.001557189166710,0.001459634854695,NHB,0.001298727809606,NHB,0.001,0.002,0.701272190394420,0.298727809605580
212,4,C,NHB,0.604526425000,0.000652431000,0.001079243144748,0.001546600908833,NHB,0.001397969729549,NHB,0.001,0.002,0.602030270451469,0.397969729548531
213,4,C,NHB,0.610796623000,0.000026385000,0.000043197684804,0.000923718239400,NHB,0.001293754446626,NHB,0.001,0.002,0.706245553373798,0.293754446626202
214,4,C,NHB,0.610796623000,0.000719532000,0.001178022230159,0.002036592321851,NHB,0.001827158101845,NHB,0.001,0.002,0.172841898155458,0.827158101844542
215,4,C,NHB,0.610796623000,0.000860530000,0.001408865025765,0.001402768243488,NHB,0.001387003132575,NHB,0.001,0.002,0.612996867424570,0.387003132575430
216,4,C,NHB,0.610796623000,0.000677493000,0.001109195719964,0.001406341641528,NHB,0.001328248017891,NHB,0.001,0.002,0.671751982108552,0.328248017891448
217,4,C,NHB,0.610796623000,0.000454584000,0.000744247729739,0.001768388402990,NHB,0.001576496798253,NHB,0.001,0.002,0.423503201746881,0.576496798253119
218,4,C,NHB,0.610796623000,0.000299186000,0.000489829165280,0.001042405270024,NHB,0.001195661689749,NHB,0.001,0.002,0.804338310250521,0.195661689749479
219,4,C,NHB,0.610796623000,0.000692245000,0.001133347785389,0.001090499095718,NHB,0.001039478674049,NHB,0.001,0.002,0.960521325950590,0.039478674049410
220,4,C,NHB,0.610796623000,0.000599832000,0.000982048651569,0.000796611997981,NHB,0.000909237582602,NHB,0.000,0.001,0.090762417397832,0.909237582602168
221,4,C,NHB,0.610796623000,0.000512132000,0.000838465670430,0.001330978111170,NHB,0.001142660339913,NHB,0.001,0.002,0.857339660087046,0.142660339912954
222,4,C,NHB,0.610796623000,0.000921269000,0.001508307291345,0.001458086087363,NHB,0.001477475209221,NHB,0.001,0.002,0.522524790778779,0.477475209221221
223,4,C,NHB,0.610796623000,0.000888602000,0.001454824677379,0.001082225628857,NHB,0.001180413164605,NHB,0.001,0.002,0.819586835394648,0.180413164605352
224,4,C,NHB,0.610796623000,0.000802370000,0.001313645114898,0.001368755495502,NHB,0.001369888606939,NHB,0.001,0.002,0.630111393060663,0.369888606939337
225,4,C,NHB,0.610796623000,0.000829437000,0.001357959374310,0.001717312744416,NHB,0.001620942380575,NHB,0.001,0.002,0.379057619424559,0.620942380575441
226,5,C,NHB,0.241185721000,0.000273518000,0.001134055527276,0.001044157294460,NHB,0.001050319199009,NHB,0.001,0.002,0.949680800991313,0.050319199008687
227,5,C,NHB,0.241185721000,0.000074460000,0.000308724744115,0.000922331593765,NHB,0.000978600723074,NHB,0.000,0.001,0.021399276926256,0.978600723073744
228,5,C,NHB,0.241185721000,0.000075746000,0.000314056734727,0.001562561429252,NHB,0.001229973508621,NHB,0.001,0.002,0.770026491379055,0.229973508620945
229,5,C,NHB,0.617017436000,-0.000191507000,-0.000310375345698,0.001498182989103,NHB,0.001238378735602,NHB,0.001,0.002,0.761621264397874,0.238378735602126
230,5,C,NHB,0.617017436000,0.000612237000,0.000992252348603,0.000783167333010,NHB,0.000480677614373,NHB,0.000,0.001,0.519322385627261,0.480677614372739
231,5,C,NHB,0.617017436000,0.000862902000,0.001398505049702,0.001196962888653,NHB,0.001234236387979,NHB,0.001,0.002,0.765763612021202,0.234236387978798
232,5,C,NHB,0.517349488000,-0.000262022000,-0.000506470009302,0.000517165012651,NHB,0.000504858225774,NHB,0.000,0.001,0.495141774225606,0.504858225774394
233,5,C,NHB,0.517349488000,0.000529044000,0.001022604665263,0.000969886378364,NHB,0.000919316287229,NHB,0.000,0.001,0.080683712771203,0.919316287228797
234,5,C,NHB,0.517349488000,-0.000197133000,-0.000381044157910,0.000380663655394,NHB,0.000346876765003,NHB,0.000,0.001,0.653123234997344,0.346876765002656
235,5,C,NHB,0.517349488000,0.000103473000,0.000200005996720,0.001685411420391,NHB,0.001231893034414,NHB,0.001,0.002,0.768106965585836,0.231893034414164
236,5,C,NHB,0.517349488000,0.000553756000,0.001070371214903,0.001231217868984,NHB,0.001051383229411,NHB,0.001,0.002,0.948616770589468,0.051383229410532
237,5,C,NHB,0.517349488000,-0.000083966000,-0.000162300344250,0.001869601450634,NHB,0.001665942746227,NHB,0.001,0.002,0.334057253773228,0.665942746226772
238,5,C,NHB,0.517349488000,-0.001160211000,-0.002242605872648,-0.002420641570140,NHB,-0.002303481963075,NHB,-0.003,-0.002,0.303481963074662,0.696518036925338
239,5,C,NHB,0.517349488000,-0.001198553000,-0.002316718249077,-0.003232707547870,NHB,-0.003114677193652,NHB,-0.004,-0.003,0.114677193651744,0.885322806348256
240,5,C,NHB,0.517349488000,0.000468946000,0.000906439478297,0.001284049627383,NHB,0.001272456693480,NHB,0.001,0.002,0.727543306520445,0.272456693479555
241,5,C,NHB,0.517349488000,0.000520209000,0.001005527234619,0.000830541540518,NHB,0.000871852370279,NHB,0.000,0.001,0.128147629721086,0.871852370278914
242,5,C,NHB,0.517349488000,0.000625898000,0.001209816602737,0.001126890857997,NHB,0.001125713399301,NHB,0.001,0.002,0.874286600699239,0.125713399300761
243,5,C,NHB,0.517349488000,0.000487449000,0.000942204469718,0.000953209635348,NHB,0.000952155067729,NHB,0.000,0.001,0.047844932271035,0.952155067728965
244,5,C,NHB,0.626409493000,0.000110862000,0.000176980076514,0.001504176899437,NHB,0.001085756313694,NHB,0.001,0.002,0.914243686306262,0.085756313693738
245,5,C,NHB,0.626409493000,0.000011806000,0.000018847096240,0.000547050058390,NHB,0.000823056620505,NHB,0.000,0.001,0.176943379494656,0.823056620505344
246,5,C,NHB,0.626409493000,0.000590507000,0.000942685266745,0.000777114640992,NHB,0.000568295192370,NHB,0.000,0.001,0.431704807629857,0.568295192370143
247,5,C,NHB,0.626409493000,0.000390777000,0.000623836331293,0.000871558999395,NHB,0.001005267310695,NHB,0.001,0.002,0.994732689304655,0.005267310695345
248,5,C,NHB,0.626409493000,0.000035914000,0.000057333103028,0.001481909510628,NHB,0.001308848500711,NHB,0.001,0.002,0.691151499288682,0.308848500711318
249,5,C,NHB,0.626409493000,0.000367333000,0.000586410333983,0.000764591982132,NHB,0.000932168692263,NHB,0.000,0.001,0.067831307737006,0.932168692262994
250,5,C,NHB,0.626409493000,0.000736685000,0.001176043799196,0.001367144039585,NHB,0.001354411742505,NHB,0.001,0.002,0.645588257495258,0.354411742504742
251,5,C,NHB,0.626409493000,0.000595563000,0.000950756664219,0.001645618999295,NHB,0.001522636954535,NHB,0.001,0.002,0.477363045464730,0.522636954535270
252,5,C,NHB,0.626409493000,-0.000459926000,-0.000734225782239,-0.001246146609136,NHB,-0.001485662861878,NHB,-0.002,-0.001,0.485662861878410,0.514337138121590
253,5,C,NHB,0.626409493000,-0.000305968000,-0.000488447259212,0.000275737595834,NHB,0.000043776913459,NHB,0.000,0.001,0.956223086540666,0.043776913459334
254,5,C,NHB,0.626409493000,-0.000348092000,-0.000555694005103,-0.000888500690089,NHB,-0.001369156583444,NHB,-0.002,-0.001,0.369156583443509,0.630843416556491
255,5,C,NHB,0.626409493000,0.000540638000,0.000863074404270,0.000917010817598,NHB,0.000991262961518,NHB,0.000,0.001,0.008737038482065,0.991262961517935
256,5,C,NHB,0.626409493000,0.000564444000,0.000901078298314,0.001041837055413,NHB,0.001157298579904,NHB,0.001,0.002,0.842701420096426,0.157298579903574
257,5,C,NHB,0.604526425000,-0.000311823000,-0.000515813680105,-0.000244891192245,NHB,-0.000291601219361,NHB,-0.001,0.000,0.291601219360558,0.708398780639442
258,5,C,NHB,0.604526425000,0.000470283000,0.000777936216767,0.001303253493399,NHB,0.001056116569935,NHB,0.001,0.002,0.943883430064817,0.056116569935183
259,5,C,NHB,0.604526425000,-0.000090088000,-0.000149022435206,-0.000740673240446,NHB,-0.001264920816564,NHB,-0.002,-0.001,0.264920816563920,0.735079183436080
260,5,C,NHB,0.604526425000,0.000498001000,0.000823786983340,0.001180862788752,NHB,0.000909428049206,NHB,0.000,0.001,0.090571950794335,0.909428049205665
261,5,C,NHB,0.604526425000,0.000693847000,0.001147752970435,0.000810640530348,NHB,0.000847643428098,NHB,0.000,0.001,0.152356571901911,0.847643428098089
262,5,C,NHB,0.604526425000,0.000071297000,0.000117938599624,0.001769095240778,NHB,0.001598568956338,NHB,0.001,0.002,0.401431043662148,0.598568956337852
263,5,C,NHB,0.604526425000,-0.000444019000,-0.000734490638685,0.000526878590617,NHB,-0.000027684710031,NHB,-0.001,0.000,0.027684710030899,0.972315289969101
264,5,C,NHB,0.604526425000,-0.000396126000,-0.000655266641156,-0.000708933719621,NHB,-0.001448120423857,NHB,-0.002,-0.001,0.448120423857253,0.551879576142747
265,5,C,NHB,0.604526425000,0.000396895000,0.000656538711273,0.001036905840152,NHB,0.001177293997882,NHB,0.001,0.002,0.822706002118302,0.177293997881698
266,5,C,NHB,0.604526425000,-0.000094655000,-0.000156577109098,0.001630603537476,NHB,0.001478394104840,NHB,0.001,0.002,0.521605895159654,0.478394104840346
267,5,C,NHB,0.604526425000,0.000441364000,0.000730098771117,0.000655515701781,NHB,0.000747410424454,NHB,0.000,0.001,0.252589575545871,0.747410424454129
268,5,C,NHB,0.604526425000,0.000816013000,0.001349838429313,0.001194524768623,NHB,0.001056147591957,NHB,0.001,0.002,0.943852408042923,0.056147591957077
269,5,C,NHB,0.604526425000,0.000732202000,0.001211199328466,0.001059933403759,NHB,0.001076611654312,NHB,0.001,0.002,0.923388345687810,0.076611654312190
270,5,C,NHB,0.610796623000,-0.000174164000,-0.000285142375452,-0.000052571710003,NHB,-0.000608971976894,NHB,-0.001,0.000,0.608971976894388,0.391028023105612
271,5,C,NHB,0.610796623000,0.000527918000,0.000864310607035,0.001286086039078,NHB,0.001233758879257,NHB,0.001,0.002,0.766241120742956,0.233758879257044
272,5,C,NHB,0.610796623000,0.000086699000,0.000141944137763,0.000479670515419,NHB,0.000716088300515,NHB,0.000,0.001,0.283911699484986,0.716088300515014
273,5,C,NHB,0.610796623000,-0.000205597000,-0.000336604677004,0.000213284043403,NHB,0.000360436370642,NHB,0.000,0.001,0.639563629358105,0.360436370641895
274,5,C,NHB,0.610796623000,0.000345074000,0.000564957282025,0.000918221540339,NHB,0.001074073540719,NHB,0.001,0.002,0.925926459281143,0.074073540718857
275,5,C,NHB,0.610796623000,-0.000386799000,-0.000633269709482,0.000189288230261,NHB,0.000224066734231,NHB,0.000,0.001,0.775933265768559,0.224066734231441
276,5,C,NHB,0.610796623000,0.000007036000,0.000011519382615,0.001932902682085,NHB,0.001709034007326,NHB,0.001,0.002,0.290965992674386,0.709034007325614
277,5,C,NHB,0.610796623000,0.000515618000,0.000844172971140,0.001157030293991,NHB,0.001134871627063,NHB,0.001,0.002,0.865128372937412,0.134871627062588
278,5,C,NHB,0.610796623000,0.000832340000,0.001362712183823,0.001233403188657,NHB,0.001243271077243,NHB,0.001,0.002,0.756728922757279,0.243271077242721
279,5,C,NHB,0.610796623000,-0.000193797000,-0.000317285644194,0.000194312934492,NHB,0.000157899859172,NHB,0.000,0.001,0.842100140828348,0.157899859171652
280,5,C,NHB,0.610796623000,-0.000358486000,-0.000586915491181,-0.000244925997286,NHB,-0.000556289292688,NHB,-0.001,0.000,0.556289292687954,0.443710707312046
281,5,C,NHB,0.610796623000,0.000564814000,0.000924716965896,0.001555787058056,NHB,0.001312916277480,NHB,0.001,0.002,0.687083722519902,0.312916277480098
282,5,C,NHB,0.610796623000,-0.001418226000,-0.002321928358140,-0.002350159236640,NHB,-0.002135434580573,NHB,-0.003,-0.002,0.135434580573113,0.864565419426887
283,5,C,NHB,0.610796623000,-0.000598591000,-0.000980016878712,-0.003933349791900,NHB,-0.003692202835997,NHB,-0.004,-0.003,0.692202835997461,0.307797164002539
284,5,C,NHB,0.610796623000,0.000012366000,0.000020245691502,0.000648109963839,NHB,0.001010202377126,NHB,0.001,0.002,0.989797622874465,0.010202377125535
285,6,C,NHB,0.241185721000,0.000175888000,0.000729263736140,-0.000244522007555,NHB,-0.000233639373077,NHB,-0.001,0.000,0.233639373077484,0.766360626922516
286,6,C,NHB,0.241185721000,-0.000424126000,-0.001758503771457,-0.001143518622981,NHB,-0.001399017295276,NHB,-0.002,-0.001,0.399017295275590,0.600982704724410
287,6,C,NHB,0.617017436000,-0.000118922000,-0.000192736854846,-0.003249792561002,NHB,-0.002799178794996,NHB,-0.003,-0.002,0.799178794995575,0.200821205004425
288,6,C,NHB,0.617017436000,-0.000486273000,-0.000788102526166,-0.002624899400658,NHB,-0.002299605475949,NHB,-0.003,-0.002,0.299605475948813,0.700394524051187
289,6,C,NHB,0.617017436000,0.000204511000,0.000331450925157,-0.004827031133434,NHB,-0.004837918729378,NHB,-0.005,-0.004,0.837918729377956,0.162081270622044
290,6,C,NHB,0.617017436000,0.000339313000,0.000549924491923,-0.004267627376676,NHB,-0.004055081278197,NHB,-0.005,-0.004,0.055081278196902,0.944918721803099
291,6,C,NHB,0.517349488000,-0.000384691000,-0.000743580517470,-0.000930355984417,NHB,-0.000954629682039,NHB,-0.001,0.000,0.954629682039055,0.045370317960945
292,6,C,NHB,0.517349488000,-0.000342711000,-0.000662436144133,-0.000600555992152,NHB,-0.000643229575724,NHB,-0.001,0.000,0.643229575724150,0.356770424275850
293,6,C,NHB,0.517349488000,0.000823148000,0.001591086913379,0.000124127715391,NHB,0.000028736282527,NHB,0.000,0.001,0.971263717472779,0.028736282527221
294,6,C,NHB,0.517349488000,0.001037606000,0.002005619071957,0.000439434419395,NHB,0.000286492902582,NHB,0.000,0.001,0.713507097417894,0.286492902582106
295,6,C,NHB,0.517349488000,-0.001150396000,-0.002223634171259,-0.002990859482525,NHB,-0.003012966808898,NHB,-0.004,-0.003,0.012966808897709,0.987033191102291
296,6,C,NHB,0.517349488000,-0.001017518000,-0.001966790387546,-0.001986642456362,NHB,-0.002220202293870,NHB,-0.003,-0.002,0.220202293869669,0.779797706130331
297,6,C,NHB,0.517349488000,-0.000323753000,-0.000625791669866,-0.000795193321049,NHB,-0.000748214574549,NHB,-0.001,0.000,0.748214574548533,0.251785425451467
298,6,C,NHB,0.517349488000,0.000216798000,0.000419055213214,-0.000031662212895,NHB,-0.000077901116469,NHB,-0.001,0.000,0.077901116469245,0.922098883530756
299,6,C,NHB,0.626409493000,0.000375184000,0.000598943668946,-0.002961034122880,NHB,-0.003214672009445,NHB,-0.004,-0.003,0.214672009445140,0.785327990554860
300,6,C,NHB,0.626409493000,0.000262386000,0.000418872962387,-0.003425537322219,NHB,-0.003143174588715,NHB,-0.004,-0.003,0.143174588714677,0.856825411285323
301,6,C,NHB,0.626409493000,0.001015069000,0.001620455965855,-0.004252743193542,NHB,-0.004000975097226,NHB,-0.005,-0.004,0.000975097226083,0.999024902773917
302,6,C,NHB,0.626409493000,0.000325661000,0.000519885160808,0.000219555308185,NHB,0.000060872633644,NHB,0.000,0.001,0.939127366356270,0.060872633643730
303,6,C,NHB,0.626409493000,-0.000054085000,-0.000086341284103,-0.002263303275388,NHB,-0.002193353022077,NHB,-0.003,-0.002,0.193353022077176,0.806646977922824
304,6,C,NHB,0.626409493000,0.000116934000,0.000186673416203,-0.000639700411027,NHB,-0.000969397932341,NHB,-0.001,0.000,0.969397932340552,0.030602067659448
305,6,C,NHB,0.626409493000,-0.000307980000,-0.000491659215643,-0.005403214423960,NHB,-0.004431580856082,NHB,-0.005,-0.004,0.431580856081597,0.568419143918403
306,6,C,NHB,0.626409493000,-0.000530953000,-0.000847613272042,-0.004861275465960,NHB,-0.004313590457892,NHB,-0.005,-0.004,0.313590457892321,0.686409542107679
307,6,C,NHB,0.626409493000,0.000042481000,0.000067816660627,-0.005308674028767,NHB,-0.006229177679756,NHB,-0.007,-0.006,0.229177679755625,0.770822320244375
308,6,C,NHB,0.626409493000,0.000297797000,0.000475403076307,0.000460493715448,NHB,0.000584906915499,NHB,0.000,0.001,0.415093084501072,0.584906915498928
309,6,C,NHB,0.626409493000,0.000457551000,0.000730434332674,0.000687514640826,NHB,0.000798485056487,NHB,0.000,0.001,0.201514943512664,0.798485056487336
310,6,C,NHB,0.604526425000,-0.001004462000,-0.001661568392151,-0.001591664160401,NHB,-0.001926446259784,NHB,-0.002,-0.001,0.926446259783527,0.073553740216473
311,6,C,NHB,0.604526425000,-0.000746868000,-0.001235459640991,-0.001134130085168,NHB,-0.001425910328668,NHB,-0.002,-0.001,0.425910328667559,0.574089671332441
312,6,C,NHB,0.604526425000,-0.000085302000,-0.000141105494272,-0.004883156797785,NHB,-0.004413864959817,NHB,-0.005,-0.004,0.413864959817226,0.586135040182774
313,6,C,NHB,0.604526425000,-0.000735972000,-0.001217435614994,-0.003758288557697,NHB,-0.003304695037936,NHB,-0.004,-0.003,0.304695037936190,0.695304962063810
314,6,C,NHB,0.604526425000,0.000824874000,0.001364496183934,-0.000127976158288,NHB,-0.000094793119169,NHB,-0.001,0.000,0.094793119169301,0.905206880830699
315,6,C,NHB,0.604526425000,0.000166252000,0.000275011964944,0.000838063057136,NHB,0.000841060600343,NHB,0.000,0.001,0.158939399656550,0.841060600343450
316,6,C,NHB,0.604526425000,0.000001431000,0.000002367142181,-0.004819694065567,NHB,-0.005347541100549,NHB,-0.006,-0.005,0.347541100548993,0.652458899451007
317,6,C,NHB,0.604526425000,0.000444732000,0.000735670074307,-0.005396515247918,NHB,-0.005171390276110,NHB,-0.006,-0.005,0.171390276110448,0.828609723889552
318,6,C,NHB,0.604526425000,0.000043756000,0.000072380624222,0.000116187066117,NHB,-0.000394798616759,NHB,-0.001,0.000,0.394798616758622,0.605201383241378
319,6,C,NHB,0.604526425000,0.000029833000,0.000049349372941,-0.001995237286959,NHB,-0.002233465378920,NHB,-0.003,-0.002,0.233465378919721,0.766534621080279
320,6,C,NHB,0.604526425000,0.000202954000,0.000335723951190,-0.001375968446980,NHB,-0.001815659491390,NHB,-0.002,-0.001,0.815659491389586,0.184340508610414
321,6,C,NHB,0.610796623000,0.000000096000,0.000000157171792,-0.004894868187417,NHB,-0.005855549504937,NHB,-0.006,-0.005,0.855549504936636,0.144450495063364
322,6,C,NHB,0.610796623000,0.000143003000,0.000234125393977,-0.000933617950526,NHB,-0.001396118239724,NHB,-0.002,-0.001,0.396118239724406,0.603881760275594
323,6,C,NHB,0.610796623000,0.000273107000,0.000447132465564,-0.000284392476216,NHB,-0.000344127925783,NHB,-0.001,0.000,0.344127925782911,0.655872074217089
324,6,C,NHB,0.610796623000,0.000879126000,0.001439310511709,0.000440514804296,NHB,0.000278572544758,NHB,0.000,0.001,0.721427455241679,0.278572544758321
325,6,C,NHB,0.610796623000,-0.000716992000,-0.001173863726486,-0.001387209274159,NHB,-0.001568732601221,NHB,-0.002,-0.001,0.568732601221464,0.431267398778536
326,6,C,NHB,0.610796623000,0.000218850000,0.000358302570379,0.000153210697711,NHB,-0.000119156540145,NHB,-0.001,0.000,0.119156540145270,0.880843459854730
327,6,C,NHB,0.610796623000,-0.001544560000,-0.002528763162464,-0.002815753197638,NHB,-0.002713612734028,NHB,-0.003,-0.002,0.713612734027850,0.286387265972150
328,6,C,NHB,0.610796623000,0.000137131000,0.000224511719345,-0.006083229511944,NHB,-0.005249066001350,NHB,-0.006,-0.005,0.249066001350472,0.750933998649528
329,6,C,NHB,0.610796623000,0.001199680000,0.001964123498437,0.000498813354786,NHB,0.000356396968290,NHB,0.000,0.001,0.643603031709720,0.356396968290280
330,6,C,NHB,0.610796623000,0.000031681000,0.000051868328683,-0.005179013582736,NHB,-0.006151124724175,NHB,-0.007,-0.006,0.151124724175365,0.848875275824635
331,7,O,OT,0.161385165000,-0.000181465000,-0.001124421814112,-0.002327935172367,NHB,-0.002514157793572,NHB,-0.003,-0.002,0.514157793571524,0.485842206428476
332,7,O,OT,0.161385165000,-0.001852101000,-0.011476277884649,-0.011528518774439,NHB,-0.011314478391480,NHB,-0.012,-0.011,0.314478391480487,0.685521608519513
333,7,O,OT,0.161385165000,-0.000995612000,-0.006169166788038,-0.004049697047263,NHB,-0.003420517763325,NHB,-0.004,-0.003,0.420517763324800,0.579482236675200
