segment,atom,element,hb_class,area_square_angstrom,charge_electron,raw_sigma_e_per_square_angstrom,cpcmx_averaged_sigma,cpcmx_pre_probability_partition,nist_hsieh_averaged_sigma,nist_pre_probability_partition,nist_left_bin,nist_right_bin,nist_left_area_weight,nist_right_area_weight
31,1,C,NHB,0.626409493000,0.001080974000,0.001725666695795,0.001527257997762,NHB,0.001574226609205,NHB,0.001,0.002,0.425773390794844,0.574226609205156
32,1,C,NHB,0.626409493000,0.001205990000,0.001925242215319,0.001759775305979,NHB,0.001790274180225,NHB,0.001,0.002,0.209725819775246,0.790274180224754
33,1,C,NHB,0.626409493000,0.001245759000,0.001988729439641,0.001914527570659,NHB,0.001859101662119,NHB,0.001,0.002,0.140898337881276,0.859101662118724
34,1,C,NHB,0.626409493000,0.000738326000,0.001178663491295,0.002291791542397,NHB,0.002073912996865,NHB,0.002,0.003,0.926087003135244,0.073912996864756
35,1,C,NHB,0.626409493000,0.001269381000,0.002026439596119,0.001816362751637,NHB,0.001735024059854,NHB,0.001,0.002,0.264975940145636,0.735024059854364
36,1,C,NHB,0.626409493000,0.000865774000,0.001382121455174,0.002167369289483,NHB,0.001954819813955,NHB,0.001,0.002,0.045180186045267,0.954819813954733
37,1,C,NHB,0.626409493000,0.001070893000,0.001709573389240,0.001518970870233,NHB,0.001113434144134,NHB,0.001,0.002,0.886565855865737,0.113434144134263
38,1,C,NHB,0.626409493000,0.000030645000,0.000048921672392,-0.000362776294290,NHB,-0.000775626393884,NHB,-0.001,0.000,0.775626393883857,0.224373606116143
39,1,C,NHB,0.626409493000,0.001140834000,0.001821227188841,0.001742268258672,NHB,0.001717050169316,NHB,0.001,0.002,0.282949830683696,0.717050169316304
40,1,C,NHB,0.626409493000,0.000831570000,0.001327518195833,0.001182587220755,NHB,0.000642755514949,NHB,0.000,0.001,0.357244485051384,0.642755514948616
